full_text,retweet_count,user_followers_count,favorite_count,created_at,pos_score,neg_score,sent_score
A cleanli drive organis swachhagrahi darkot amp surinam creat awar swachhata part,5,247,0,Fri Jul 12 02:56:10 +0000 2019,1.375,0.25,1
swachhbharat riski park diesel fill tar tanker near garbag fire may lead major fire accid photo M A aleem swachh ambassador tiruchirapp citi corpor trichi,0,307,0,Fri Jul 12 02:38:49 +0000 2019,1.0,0.75,1
swachhbharat riski park diesel fill tar tanker near garbag fire may lead major fire accid photo M A aleem swachh ambassador tiruchirapp citi corpor trichi,0,462,0,Fri Jul 12 02:38:26 +0000 2019,1.0,0.75,1
swachhbharat ghaziabad attach pic evid can I acknowledg pleas make sure voic go loud clear author address asap,0,8,0,Fri Jul 12 02:24:10 +0000 2019,2.0,1.125,1
complain local issu check new video poem etc swachhbharat app updat app,0,109,0,Fri Jul 12 02:24:02 +0000 2019,0.625,0.75,-1
great work pune railway team swachhbharat cleanpun pl appoint offici pimpri chinchwad railway station well We need implement rule pcmc area stop spit,0,38,0,Fri Jul 12 01:36:01 +0000 2019,0.875,0.5,1
great work pune railway team swachhbharat cleanpun pl appoint offici In pimpri khadki railway station well We need implement rule pcmc,0,38,1,Fri Jul 12 01:26:13 +0000 2019,0.875,0.375,1
thi deal local train morn swachhbharat,0,2,1,Fri Jul 12 01:17:41 +0000 2019,0.25,0.0,1
facingtheheat temperatur rise across globe still cri given carri bag shop hightimegrowup avoidplast swachhbharat,0,26,0,Fri Jul 12 00:55:53 +0000 2019,0.25,0.875,-1
It quit like sustain first gener swachhbharat effort given high prioriti go forward So pertin throw light micro level issu base two decad experi rural odisha,0,3379,0,Fri Jul 12 00:36:00 +0000 2019,1.875,1.75,1
must use innov cleanindia swachhbharat,0,139,0,Thu Jul 11 22:40:51 +0000 2019,0.375,0.0,1
To conserv legaci amp urban heritag citi member bpcl organis cleanli drive histor fort,1,3024,0,Thu Jul 11 22:30:51 +0000 2019,0.125,0.0,1
help US with our shramdaan cleanli drive for cleandelhi swachhbharat gt gt buy here gt gt htt,7,119,0,Thu Jul 11 22:22:50 +0000 2019,1.375,0.0,1
null updat app v complain check draw song poem etc swachhbharat app,0,109,0,Thu Jul 11 21:30:03 +0000 2019,0.75,0.25,1
null complain local issu check new video poem etc swachhbharat app updat app,0,109,0,Thu Jul 11 20:30:02 +0000 2019,0.875,0.25,1
updat app v complain view video draw poem etc swachhbharat app,0,109,0,Thu Jul 11 20:24:01 +0000 2019,0.0,0.0,0
sir today went throw garbag household found dustbin radiu hous seem like swach bharat paper ground hisar swachhbharat,0,2,0,Thu Jul 11 19:55:32 +0000 2019,0.125,0.625,-1
pleas ban singleuseplast beatplasticpollut sdg greenindia swachhbharat,0,24,1,Thu Jul 11 18:47:32 +0000 2019,0.625,0.0,1
local author puri carri morn cleanli drive part swachhbharat mission mycleanindia,3,1,0,Thu Jul 11 18:44:53 +0000 2019,0.375,0.0,1
bhubaneswar municip corpor carri citi wide cleanli drive includ road sweep door,5,1,0,Thu Jul 11 18:44:47 +0000 2019,0.625,0.125,1
swachhatapakhwada saw hpcl team jamshedpur lpg plant organis paint competit raipur lpg plant amp bokaro I,2,373,0,Thu Jul 11 18:43:15 +0000 2019,0.0,0.0,0
ye look amp taken swachhbharat littl serious,0,33,1,Thu Jul 11 18:11:57 +0000 2019,0.625,0.625,-1
gomti river lucknow dirti even possibl walk along bank due foul smell muck swachhbharat,0,1,0,Thu Jul 11 18:11:29 +0000 2019,0.625,1.625,-1
proud moment ndmc,4,509,0,Thu Jul 11 18:09:02 +0000 2019,0.375,0.25,1
the peopl shout swachhbharat parliament respons We throw plastic dustbin go how destroy recycl,1,159,2,Thu Jul 11 17:47:04 +0000 2019,0.625,0.0,1
newindia makeinindia smartciti skillindia housingforal bharatmala swachhbharat sagarmala cleanganga betib,1,83,0,Thu Jul 11 17:45:32 +0000 2019,0.0,0.0,0
check indianoil seed ball afforest initi spread greeneri help boost flora growth open land wit,20,313,0,Thu Jul 11 17:40:50 +0000 2019,1.375,0.375,1
indianoil sportstar amp carrom world champion kajal kumari vision clean amp green india everyon keep,20,313,0,Thu Jul 11 17:39:09 +0000 2019,0.75,0.75,-1
flash mob near churchgat station mumbai propag swachhbharat mission part swachhatapakhwada let u make,11,1450,0,Thu Jul 11 17:31:17 +0000 2019,0.125,0.5,-1
need attent major garbag collect problem pcmc swachhbharat,0,233,1,Thu Jul 11 17:30:50 +0000 2019,0.125,0.75,-1
As part ongo swachhtapakhwada Mr director HR indianoil lead cleanli drive bhal,22,3466,0,Thu Jul 11 17:20:48 +0000 2019,0.375,0.0,1
like swachhbharat messag garbag van mandatori messag repeat remind peopl flush public toilet Im realli sure peopl dont report broken flush forget flush youdoyour teripooptujaan roadtrip roadtripwo ithappensonlyinindia,0,64,0,Thu Jul 11 17:15:32 +0000 2019,2.0,1.625,1
I like timelin shit free swachhbharat,0,1270,0,Thu Jul 11 17:14:32 +0000 2019,0.5,0.25,1
complet impress felt like new india the new delhi railway station night look beauti even impress cleanli india chang sure delhi swachhbharat railway rail station delhi night,3,371,2,Thu Jul 11 17:05:56 +0000 2019,2.25,0.625,1
ree plantat piyala lpg region team plant team action swachhbharat swasthabharat,4,1605,3,Thu Jul 11 16:59:09 +0000 2019,0.0,0.0,0
In short thing avoid cbiraid gt jaishriram gt bharatmatakijai gt prais swachhbharat demonetis aadhaar pmyojana gt demonstr hate women dalit muslim gt shout modi modi modi gt lastli join vhp BD rss snaan bjp,0,159,0,Thu Jul 11 16:58:59 +0000 2019,1.125,0.875,1
draw competit among student govt primari S,1,17,0,Thu Jul 11 16:49:11 +0000 2019,0.0,0.0,0
swachhta pledg taken school child salagam,1,17,0,Thu Jul 11 16:49:04 +0000 2019,0.0,0.0,0
swachhta pledg taken school child salagam swachhatapakhwada let u make dream clean india realiti swachhbharat,1,356,1,Thu Jul 11 16:48:14 +0000 2019,0.5,0.375,1
draw competit among student govt primari school salagam sba swachhatapakhwada let u make dream clean india realiti swachhbharat,1,356,1,Thu Jul 11 16:43:43 +0000 2019,0.5,0.375,1
let progress respons avoid wastag use recycl materi know iwm citynet mycleanindia swachhbharat swachhindor swachhjabalpur swachhrewa swachhtirupati,0,24,0,Thu Jul 11 16:37:31 +0000 2019,1.625,0.0,1
your appreci team motiv know iwm citynet mycleanindia swachhbharat swachhindor swachhjabalpur swachhrewa swachhtirupati,0,24,0,Thu Jul 11 16:37:08 +0000 2019,1.125,0.0,1
watch small short film swachhbharat made student name commerc institut bhilai chattisgarh,0,18,1,Thu Jul 11 16:35:18 +0000 2019,0.375,0.375,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,7,1888,2,Thu Jul 11 16:30:25 +0000 2019,0.0,0.0,0
Rt pcraindia As part session thought video also shown illustr wast collect filter se,1,15155,0,Thu Jul 11 16:04:45 +0000 2019,0.75,0.0,1
part swachhata initi distribut recycl slipper project green sole variou locat,4,119,0,Thu Jul 11 16:04:29 +0000 2019,0.5,0.75,-1
help US with our shramdaan cleanli drive for cleandelhi swachhbharat gt gt buy here gt gt,7,1888,2,Thu Jul 11 16:00:30 +0000 2019,1.375,0.0,1
swachhbharat airpollut pleas avoid bushfir throw burn cigarett dri bush summer wind season,1,166,0,Thu Jul 11 15:59:39 +0000 2019,0.0,0.375,-1
receiv person letter PM congratul sister wed unbeliev gestur S,146,43,0,Thu Jul 11 15:49:16 +0000 2019,0.0,0.0,0
listen indianoil sportstar say build clean green india swachhtapakhwada,9,381,0,Thu Jul 11 15:42:20 +0000 2019,0.0,0.125,-1
under swachhbharat initi cleanli awar program organ ambala termin delhi state offic Sw,4,293,0,Thu Jul 11 15:40:21 +0000 2019,0.875,0.0,1
swachhbharat airpollut pleas avoid bushfir throw burn cigarett dri bush summer wind season trichi citi tamilnadu prevent pollut fire accid M A aleem swachh ambassador tiruchirapp citi corpor,0,307,2,Thu Jul 11 15:39:25 +0000 2019,0.625,1.125,-1
swachhbharat airpollut pleas avoid bushfir throw burn cigarett dri bush summer wind season trichi citi tamilnadu prevent pollut fire accid M A aleem swachh ambassador tiruchirapp citi corpor,1,462,0,Thu Jul 11 15:39:21 +0000 2019,0.625,1.125,-1
jkp missioncleanli swachhbharat swachhamevajay cleanli st law health prosper economicsurvey,6,7212,0,Thu Jul 11 15:37:08 +0000 2019,1.125,0.0,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,8,1888,4,Thu Jul 11 15:30:40 +0000 2019,0.125,0.0,1
volunt u cleandelhi let offer shramdaan swachhbharat join u,7,1888,2,Thu Jul 11 15:15:10 +0000 2019,0.0,0.0,0
there better way pay tribut one greatest leader centuri belov shraddheya atal,42,1480,0,Thu Jul 11 14:59:47 +0000 2019,3.25,0.125,1
swachhta audit awaren plastic bag ban talkaudut swachhchhattisgarh gadhbo nava chhattisgarh pmoindia swachhbharat,0,12,0,Thu Jul 11 14:56:47 +0000 2019,0.0,0.0,0
thi skulduggeri broad day light where common man go justic gov cheatedhomebuy stori abound yet action If law work will ye will n desir solv issu swachhbharat success till realti clean,35,564,30,Thu Jul 11 14:50:13 +0000 2019,1.875,1.5,1
ongc imf cleanhimalaya campaign receiv posit respons local priest tungnath templ express hi,4,53,0,Thu Jul 11 14:43:39 +0000 2019,0.625,0.0,1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1888,1,Thu Jul 11 14:30:26 +0000 2019,0.0,0.0,0
swachhatapakhwada saw hpcl team jamshedpur lpg plant organis paint competit raipur lpg plant amp bokaro ird administ swachhata pledg amp distribut sanitari kit govern school respect locat swachhbharat,2,133243,15,Thu Jul 11 13:55:31 +0000 2019,0.875,0.25,1
lead citi swachhata leagu keep surround neat amp clean swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,7177,6,Thu Jul 11 13:52:04 +0000 2019,0.125,0.0,1
colour swachhbharat children arya chhatrawa east kailash delhi convey feel cleanli beauti draw child particip,4,51,8,Thu Jul 11 13:50:46 +0000 2019,1.75,0.125,1
data share discom individu consum regularli pay high amount cash cleanmoney swachhbharat,0,252,0,Thu Jul 11 13:44:06 +0000 2019,0.5,0.375,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,7,1888,0,Thu Jul 11 13:30:31 +0000 2019,0.125,0.0,1
youth volunt nehru yuva kendra nyk new delhi delhi promot Rs reduc reus recycl litter,3,455,0,Thu Jul 11 13:29:49 +0000 2019,0.0,0.0,0
A cleanli drive carri swachhagrahi hazrat nizamuddin railway station new delhi part myc,2,19,0,Thu Jul 11 13:26:11 +0000 2019,0.375,0.0,1
guwahati corpor squad fine peopl spit road urbanupd new guwahati swachhbharat publicplac tourism develop garbageclean read,1,139,0,Thu Jul 11 13:20:47 +0000 2019,0.25,0.375,-1
swachhbharat RT jalshaktiabhyan under jalshaktiabhiyan haryana plan take focus strateg approach ensur better conserv water know swachhbharat zsbp,0,525,0,Thu Jul 11 13:19:16 +0000 2019,2.125,0.5,1
dear swachhbharat abhiyan must continu last corrupt top jail jaihind jaishriram rammandir articl A articl rohingya indirajais anandgrov karnatakapolit,0,59,2,Thu Jul 11 13:13:06 +0000 2019,0.25,0.25,-1
bpclsultanpur RT bpclimit flash mob near churchgat station mumbai propag swachhbharat mission part swachhatapakhwada let u make dream swachhbharat realiti,0,452,0,Thu Jul 11 13:06:22 +0000 2019,0.0,0.25,-1
sad guy realis swachhbharat come stern messag hoarder the attack root,0,578,0,Thu Jul 11 13:03:25 +0000 2019,0.0,0.125,-1
shri surendra pratap director amp hod R amp D technic S amp L shri N S chaudhari director amp hod fin felicit teri team swachhatapakhwada swachhbharat,5,62895,16,Thu Jul 11 13:00:01 +0000 2019,0.125,0.25,-1
bhubaneswar municip corpor carri citi wide cleanli drive includ road sweep door door wast collect swachhbharat mycleanindia,5,165659,19,Thu Jul 11 13:00:00 +0000 2019,0.75,0.125,1
swachhbharat under swachhatapakhwada initi ongc undertaken seri project includ cleanli activ water conserv shramdaan tree plantat To know read swachhbharat zsbp,0,525,0,Thu Jul 11 12:59:31 +0000 2019,0.5,0.25,1
keep clean dental hygien plu person hygien kit distribut girl child delhi orphanag sanit materi,3,502,0,Thu Jul 11 12:58:12 +0000 2019,2.375,0.375,1
blame anushkasharma viratkholi error captainci iccworldcup foibl bat swing cwc datasci poll twitter BE nice scold bmw trash wala swachhbharat v vindict bcci arrog ravishastri select,0,2032,0,Thu Jul 11 12:50:46 +0000 2019,0.0,2.0,-1
pcraindia As part session thought video also shown illustr wast collect filter separ compost manag well individu like u swachhatapakhwada swachhbharat teriin rkahuja swachhbharat,1,452,2,Thu Jul 11 12:48:36 +0000 2019,1.375,0.125,1
Ok googl search toilet swachhbharat narendramodi nirmalasitharaman googl,2,2262,0,Thu Jul 11 12:46:37 +0000 2019,0.0,0.0,0
As part session thought video also shown illustr wast collect filter separ compost manag well individu like u swachhatapakhwada swachhbharat,7,62895,15,Thu Jul 11 12:45:51 +0000 2019,1.375,0.125,1
lead citi swachhata leagu keep surround neat amp clean swachhbharat mycleanindia swachhataleagu,5,884,0,Thu Jul 11 12:44:42 +0000 2019,0.625,0.375,1
As part ongo clean himalaya project swachhagrahi carri mountain cleanli drive munsyari utt,2,884,0,Thu Jul 11 12:44:02 +0000 2019,0.375,0.0,1
swachhbharat peopl kamareddi district telangana put creativ foot forward through medium wall paint messag swachhata spread across commun swachhbharat zsbp,0,525,0,Thu Jul 11 12:39:29 +0000 2019,0.875,0.125,1
let join hand make citi clean particip shramdaan organ field unit jalandhar amp amritsar ravida chowk pathankot punjab part special outreach programm swachhtaactionplan mycleanindia swachhbharat,8,840,24,Thu Jul 11 12:37:58 +0000 2019,0.0,0.125,-1
let take pledg enhanc nation beauti amp keep citi clean swachhbharat mycleanindia swachhataleagu,6,7,0,Thu Jul 11 12:33:24 +0000 2019,1.0,0.375,1
indiancricketteam loss account captain now big mouth one job coach husband leav sermon public swachhbharat and focu game instead money make stupid sound advertis,0,103,0,Thu Jul 11 12:31:17 +0000 2019,0.375,1.125,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1888,0,Thu Jul 11 12:30:24 +0000 2019,0.0,0.0,0
local author puri carri morn cleanli drive part swachhbharat mission mycleanindia,3,165659,14,Thu Jul 11 12:30:00 +0000 2019,0.375,0.0,1
A cleanli drive carri swachhagrahi hazrat nizamuddin railway station new delhi part mycleanindia movement swachhbharat,2,54732,6,Thu Jul 11 12:29:29 +0000 2019,0.375,0.125,1
My sincer appeal karyakarta also contribut water conserv tree plantat amp swachhbharat abhiya,89,44,0,Thu Jul 11 12:19:56 +0000 2019,1.125,0.5,1
pcraindia the import wast segreg variou wast characterist share extens lectur offici pcra swachhatapakhwada swachhbharat teriin rkahuja swachhbharat moefcc,0,452,0,Thu Jul 11 12:04:14 +0000 2019,1.25,0.5,1
let take action better futur reduc reus recycl swachhbharat mycleanindia,11,165659,29,Thu Jul 11 12:00:00 +0000 2019,0.875,0.0,1
import wast segreg variou wast characterist share extens lectur offici pcra swachhatapakhwada swachhbharat,5,62895,8,Thu Jul 11 12:00:00 +0000 2019,1.25,0.5,1
newindia makeinindia smartciti skillindia housingforal bharatmala swachhbharat sagarmala cleanganga betibachaobetipadhao kaladhan anyon still rememb,1,2923,6,Thu Jul 11 11:56:52 +0000 2019,0.0,0.125,-1
dirtiest train experi ever tier gorakhpur bandra couldn believ mainten train No clean irctc piyushgoy swachhbharat,0,0,0,Thu Jul 11 11:56:28 +0000 2019,0.625,0.0,1
madurai corpor told set cctv camera offic kamavida kam avida madurai swachhbharat mycleanindia clean read,0,79,4,Thu Jul 11 11:53:31 +0000 2019,0.75,0.375,1
jupelli neeraja rajana sircilla district telangana encourag motiv commun build toilet u,8,1151,0,Thu Jul 11 11:53:13 +0000 2019,0.375,0.125,1
ngt confirm blood mix water flow varuna river kashi kamavida kam avida kashi swachhbharat mycleanindia clean read,0,79,2,Thu Jul 11 11:49:47 +0000 2019,1.25,0.625,1
under swachhbharat initi cleanli awar program organ ambala termin delhi state offic swachhtapakhwada cleanindia greenindia,4,45,5,Thu Jul 11 11:49:12 +0000 2019,0.875,0.0,1
garbag grievanc pile mayor tabl kamavida kam avida kolkata swachhbharat mycleanindia clean read,0,79,3,Thu Jul 11 11:48:52 +0000 2019,1.125,0.375,1
govt fail compli ngt order forfeit cr kamavida kam avida delhi swachhbharat mycleanindia clean read,0,79,3,Thu Jul 11 11:47:51 +0000 2019,0.75,0.75,-1
civic bodi call gener hous meet tomorrow kamavida kam avida bathinda swachhbharat mycleanindia clean read,0,79,2,Thu Jul 11 11:46:43 +0000 2019,1.0,0.375,1
student particip paint competit awar ralli jatusana rewari haryana organ part awar campaign swachhta swachhtaactionplan swachhbharat mycleanindia,5,840,6,Thu Jul 11 11:46:00 +0000 2019,1.0,0.0,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,7,1888,0,Thu Jul 11 11:30:34 +0000 2019,0.125,0.0,1
indianoil sportstar ricki bhui talk keep environ clean green join swachhbharat mission help keep countri clean swachhtapakhwada cleanindia greenindia,3,291405,21,Thu Jul 11 11:30:17 +0000 2019,0.5,0.25,1
shri RK ahuja director PS pcra along offici listen lectur wast segreg deliv Mr sourabh manuja fellow teri swachhatapakhwada swachhbharat,6,62895,10,Thu Jul 11 11:30:00 +0000 2019,0.125,0.625,-1
bombay municip corpor carri cleanli drive marin drive remov plastic collect site rain swachhbharat mycleanindia,7,165659,44,Thu Jul 11 11:30:00 +0000 2019,0.375,0.0,1
youth volunt nehru yuva kendra nyk chittoor andhra pradesh organis clean street public place awar drive part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 11:11:28 +0000 2019,0.0,0.75,-1
swachhbharat S rajalakshmi tamilnadu went door door person convinc peopl need safe sanit hygien her effort went long way make villag odf swachhbharat zsbp,0,525,0,Thu Jul 11 11:09:08 +0000 2019,1.25,0.5,1
youth volunt nehru yuva kendra nyk solan himach pradesh organis clean street amp carri ralli part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,3,Thu Jul 11 11:07:49 +0000 2019,0.0,0.0,0
arriv azamgarh railway station amp board kaifiyat express even shit clean toilet amp coach bad situat shame swachhbharat mission,0,21,0,Thu Jul 11 11:01:29 +0000 2019,0.875,2.25,-1
lead citi swachhata leagu keep surround neat amp clean swachhbharat mycleanindia swachhat,6,81,0,Thu Jul 11 11:01:01 +0000 2019,0.125,0.0,1
A cleanli drive organis swachhagrahi darkot amp surinam creat awar swachhata part mycleanindia movement swachhbharat,5,165659,48,Thu Jul 11 11:00:00 +0000 2019,1.375,0.375,1
youth volunt nehru yuva kendra nyk jajapur orissa organis clean park public place also plant tree part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:55:48 +0000 2019,0.0,0.75,-1
youth volunt nehru yuva kendra nyk wardha maharashtra organis clean park public place also plant tree part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:53:27 +0000 2019,0.0,0.75,-1
swachtha rath flag indianoil bhavan chennai Mr P jayadevan presenc Mr S senthilkum,1,1360,0,Thu Jul 11 10:50:33 +0000 2019,0.0,0.0,0
indianoil sportstar talk take simpl step like keep surround clean amp maintain per,8,1360,0,Thu Jul 11 10:50:08 +0000 2019,0.75,0.75,-1
indianoil sportstar nation TT player vision clean amp green india everyon keep,3,1360,0,Thu Jul 11 10:49:33 +0000 2019,0.75,0.75,-1
sir recent trip nainit heartbreak disturb see lake pollut mess I request take quick action toward wast time would reduc life nation beauti swachhbharat,0,2,0,Thu Jul 11 10:48:18 +0000 2019,1.125,0.5,1
youth volunt nehru yuva kendra nyk east khasi hill shillong meghalaya organis clean park public place awar drive part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:48:10 +0000 2019,0.0,0.75,-1
indianoil sportstar amp chess grandmast share vision build clean green india check ou,14,1360,0,Thu Jul 11 10:47:21 +0000 2019,0.375,0.375,-1
indianoil sportstar shamini kumaresan commit keep bharat swasth swachh join caus show,10,1360,0,Thu Jul 11 10:47:12 +0000 2019,0.0,0.0,0
indianoil sportstar amiya kumar mallick pledg support toward build green amp clean india join swa,7,1360,0,Thu Jul 11 10:46:58 +0000 2019,0.5,0.5,-1
indianoil amp pledg keep public place clean green swacchta tool hand Mr anil chairma,13,1360,0,Thu Jul 11 10:46:38 +0000 2019,0.5,0.625,-1
We commit build clean green india let join hand swachhtapakhwada realis vision Sw,7,1360,0,Thu Jul 11 10:45:53 +0000 2019,0.25,0.375,-1
swachtha rath flag indianoil bhavan chennai Mr P jayadevan presenc Mr S senthilkumar ED I c RS SR Mr arup sinha ED RS SR amp hod tnso amp sro GM karthikeyan cleanindia greenindia swachhatapakhwada swachhbharat,1,1028,6,Thu Jul 11 10:45:40 +0000 2019,0.0,1.625,-1
swachta hi seva swachhbharat swachhtapakhwada raj indan ga hospet bellari staff pledg maintain swacchta make,5,1360,0,Thu Jul 11 10:45:03 +0000 2019,0.0,0.0,0
indianoil sportstar roshan minz share thought keep surround clean follow good person hygi,4,1360,0,Thu Jul 11 10:44:58 +0000 2019,1.5,0.375,1
youth volunt nehru yuva kendra nyk sri ganganagar rajasthan organis clean street drain back alley awar drive part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:44:53 +0000 2019,0.5,0.0,1
indianoil sportstar mari ann gome commit keep bharat swasth swachh show support join,5,1360,0,Thu Jul 11 10:43:41 +0000 2019,0.0,0.0,0
indianoil hockey sportstar pledg support toward build clean amp green india join swach,5,1360,0,Thu Jul 11 10:43:25 +0000 2019,0.5,0.5,-1
indianoil sportstar jayshre talk thing like litter road amp maintain person hygien,5,1360,0,Thu Jul 11 10:42:36 +0000 2019,0.625,0.875,-1
Be chang want see swachhbharat mycleanindia offici oso gather today part swachhtapakhwada campaign join hand hand aim drive behaviour chang toward cleanli surround somnath templ dhawa gandarpur bhubaneswar,0,168,1,Thu Jul 11 10:42:33 +0000 2019,2.125,0.125,1
the onset monsoon sourc great respit rain get messi soon plastic trash garbag cloggin,10,1360,0,Thu Jul 11 10:42:16 +0000 2019,0.375,2.125,-1
take great care garbag dispos monsoon let build healthi clean india swachhtapakhwada swachhbharat cleanin,1,1360,0,Thu Jul 11 10:40:46 +0000 2019,1.25,0.375,1
As part swachh bharat summer internship sbsi youth volunt nyk durgapur burdwan II west bengal organis clean street drain back alley awar drive swachhata pmo moya swachhbharat swachhsumm modw,0,1421,1,Thu Jul 11 10:40:43 +0000 2019,0.5,0.0,1
A nighttim cleanli drive organis variou part surat part mycleanindia movement swachhb,7,3746,0,Thu Jul 11 10:39:27 +0000 2019,0.5,0.5,-1
As part swachh bharat summer internship sbsi youth volunt nyk katihar bihar organis clean street drain back alley awar drive swachhata pmo moya swachhbharat swachhsumm modw youth,0,1421,4,Thu Jul 11 10:33:25 +0000 2019,0.5,0.0,1
As part swachh bharat summer internship sbsi youth volunt nyk dhemaji assam organis clean street drain back alley awar drive swachhata pmo moya swachhbharat swachhsumm modw youth,0,1421,2,Thu Jul 11 10:31:08 +0000 2019,0.5,0.0,1
part swachhata initi distribut recycl slipper project green sole variou locat swachhbharat swachhatapakhwada cleanindia,4,219,6,Thu Jul 11 10:30:50 +0000 2019,0.5,0.75,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1888,0,Thu Jul 11 10:30:16 +0000 2019,0.0,0.0,0
A nation chang better citizen join hand swachhbharat mycleanindia,5,165659,11,Thu Jul 11 10:30:00 +0000 2019,0.875,0.0,1
youth volunt nehru yuva kendra nyk narmada gujarat organis clean street drain back alley awar drive part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,2,1421,4,Thu Jul 11 10:23:43 +0000 2019,0.5,0.0,1
special awar program swachhbharatabhiyan organ naina devi bilaspur himach pradesh awar ralli paint competit also organ part awar drive mycleanindia swachhbharat swachhtaactionplan swacchtahisewa,8,840,9,Thu Jul 11 10:21:29 +0000 2019,1.5,0.0,1
youth volunt nehru yuva kendra nyk tumkur karnataka organis plastic free villag campaign part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:20:15 +0000 2019,0.375,0.0,1
youth volunt nehru yuva kendra nyk dhanbad jharkhand organis clean street drain back alley awar drive part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,1,Thu Jul 11 10:19:15 +0000 2019,0.5,0.0,1
youth volunt nehru yuva kendra nyk new delhi delhi promot Rs reduc reus recycl litter nukkad natak street part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,3,1421,7,Thu Jul 11 10:09:46 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk nawanshahr punjab carri ralli part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,0,Thu Jul 11 10:05:26 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk sikar rajasthan conduct activ like clean surround amp street part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,0,Thu Jul 11 10:00:36 +0000 2019,0.25,0.125,1
As part ongo clean himalaya project swachhagrahi carri mountain cleanli drive munsyari uttrakhand swachhbharat mycleanindia,2,165659,17,Thu Jul 11 10:00:00 +0000 2019,0.375,0.0,1
youth volunt nehru yuva kendra nyk ariyalpur krishnagiri tamil nadu conduct activ like clean surround amp street part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,0,Thu Jul 11 09:58:15 +0000 2019,0.25,0.125,1
youth volunt nehru yuva kendra nyk medak telangana carri ralli part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,0,Thu Jul 11 09:55:45 +0000 2019,0.0,0.0,0
flash mob near churchgat station mumbai propag swachhbharat mission part swachhatapakhwada let u make dream swachhbharat realiti,11,206076,36,Thu Jul 11 09:51:04 +0000 2019,0.0,0.25,-1
As part swachh bharat summer internship sbsi youth volunt nyk dhalai tripura visit school conduct session teacher student cleanli swachhata pmo moya swachhbharat swachhsumm modw youth,0,1421,0,Thu Jul 11 09:49:33 +0000 2019,0.375,0.0,1
swachhbharat meenakshiroh Hi meenakshi thank reach u We recommend contact moud look urban area team swachh bharat gramin swachhbharat zsbp,0,525,0,Thu Jul 11 09:49:17 +0000 2019,0.0,0.125,-1
swachhbharat jayu Hi jay thank reach u pleas lodg complaint websit take immedi action team swachh bharat swachhbharat zsbp,0,525,0,Thu Jul 11 09:49:17 +0000 2019,0.25,0.5,-1
youth volunt nehru yuva kendra nyk nahan sirmour himach pradesh conduct seminar carri ralli part swachh bharat summer internship sbsi pmo moya swachhsumm swachhbharat modw youth yuvabharat,0,1421,0,Thu Jul 11 09:38:33 +0000 2019,0.0,0.0,0
youth volunt nyk cuttack orissa plant tree part swachh bharat summer internship sbsi swachhata pmo moya swachhbharat swachhsumm modw youth,0,1421,0,Thu Jul 11 09:34:06 +0000 2019,0.0,0.0,0
the state bandrabazar road crater pothol heavi truck pa road creat chao,1,1006,0,Thu Jul 11 09:30:47 +0000 2019,0.25,0.25,-1
